statement,label,hidden_prob,fusion_prob,hidden_pred,fusion_pred,case_type
Promethium has the atomic number of 61.,1,0.009179957626602975,0.009179957626602975,0,0,hidden_wrong_fusion_wrong
Guam is a name of a country.,1,0.9502114331982368,0.9502114331982368,1,1,hidden_correct_fusion_correct
Valdemar Poulsen invented the magnetic wire recorder.,1,0.09435436861659896,0.09435436861659896,0,0,hidden_wrong_fusion_wrong
"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1,0.9881234824102346,0.9881234824102346,1,1,hidden_correct_fusion_correct
Rubidium is in the Alkali metal group.,1,0.6352432998710897,0.6731033432636021,1,1,hidden_correct_fusion_correct
Tbilisi is a city in Turkey,0,5.813564071212363e-23,5.813564071212363e-23,0,0,hidden_correct_fusion_correct
Grace Hopper invented the programming language (theoretical).,0,0.9941096544466547,0.9941096544466547,1,1,hidden_wrong_fusion_wrong
The snake has a diet of herbivore.,0,0.00016573908717201451,0.00016573908717201451,0,0,hidden_correct_fusion_correct
The human body does not need water to survive.,0,0.4924659899143018,0.273357846144278,0,0,hidden_correct_fusion_correct
Rubidium has the symbol Rb.,1,0.9993921958629364,0.9993921958629364,1,1,hidden_correct_fusion_correct
George Washington Carver invented the Gatling gun.,0,0.020128762135647658,0.020128762135647658,0,0,hidden_correct_fusion_correct
Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0,0.0018295686577326307,0.0018295686577326307,0,0,hidden_correct_fusion_correct
Solomon Islands is a name of a city.,0,8.120422183013541e-06,8.120422183013541e-06,0,0,hidden_correct_fusion_correct
Moscow is a name of a city.,1,0.9960386688125404,0.9960386688125404,1,1,hidden_correct_fusion_correct
The parrot has the atomic number of mammal.,0,6.609203950599207e-06,6.609203950599207e-06,0,0,hidden_correct_fusion_correct
James Starley lived in U.K.,1,0.9862619084869687,0.9862619084869687,1,1,hidden_correct_fusion_correct
Brasília is a city in Brazil,1,0.9999999363997238,0.9999999363997238,1,1,hidden_correct_fusion_correct
"The shark has three hearts, nine brains, and can change color and texture for camouflage.",0,4.995245959312129e-06,4.995245959312129e-06,0,0,hidden_correct_fusion_correct
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,0.3140022985253284,0.3140022985253284,0,0,hidden_correct_fusion_correct
Brunei is a name of a city.,0,0.0008897993747639685,0.0008897993747639685,0,0,hidden_correct_fusion_correct
The crocodile is flightless and has adapted flippers for swimming.,0,0.17327624508379547,0.17327624508379547,0,0,hidden_correct_fusion_correct
West Island is a name of a country.,0,9.496438867251611e-05,9.496438867251611e-05,0,0,hidden_correct_fusion_correct
Target has headquarters in Germany.,0,6.247426186731878e-05,6.247426186731878e-05,0,0,hidden_correct_fusion_correct
JUNGLE is a region in Africa.,0,0.9213872649470154,0.9213872649470154,1,1,hidden_wrong_fusion_wrong
Sofia is a name of a country.,0,0.48852496245178534,0.35351780545771716,0,0,hidden_correct_fusion_correct
Robert Noyce invented the integrated circuit.,1,0.997482364323462,0.997482364323462,1,1,hidden_correct_fusion_correct
"Human uses for manta ray include pets, meat, fur.",0,1.2923631190532607e-08,1.2923631190532607e-08,0,0,hidden_correct_fusion_correct
Radon is in the Lanthanide group.,0,6.508701852453108e-05,6.508701852453108e-05,0,0,hidden_correct_fusion_correct
The swan uses swimming/flying for locomotion.,1,0.9891614436220689,0.9891614436220689,1,1,hidden_correct_fusion_correct
Chromium is used in strong magnets and as a yellow pigment.,0,0.6709780833730483,0.6709780833730483,1,1,hidden_wrong_fusion_wrong
Solomon Islands is a name of a country.,1,0.9991309486347345,0.9991309486347345,1,1,hidden_correct_fusion_correct
The moose uses walking/swimming for locomotion.,0,0.4759472627882701,0.37396219922948226,0,0,hidden_correct_fusion_correct
Swaziland is a name of a city.,0,2.447625304823771e-07,2.447625304823771e-07,0,0,hidden_correct_fusion_correct
The smallest country in the world is Canada.,0,0.23817379870410826,0.23817379870410826,0,0,hidden_correct_fusion_correct
Chubb operates in the industry of insurance.,1,0.9999999997607734,0.9999999997607734,1,1,hidden_correct_fusion_correct
Lutetium has the atomic number of 71.,1,0.08683246003294488,0.08683246003294488,0,0,hidden_wrong_fusion_wrong
Kingston is a name of a country.,0,0.0011087142649219024,0.0011087142649219024,0,0,hidden_correct_fusion_correct
AXA operates in the industry of Semiconductors.,0,0.1693630638687337,0.1693630638687337,0,0,hidden_correct_fusion_correct
Selenium is used in lasers and magnetic refrigeration.,0,4.7669310277497e-05,4.7669310277497e-05,0,0,hidden_correct_fusion_correct
Robert Chesebrough lived in U.S.,1,0.9960082321510175,0.9960082321510175,1,1,hidden_correct_fusion_correct
Togo is a name of a city.,0,3.943272907623361e-05,3.943272907623361e-05,0,0,hidden_correct_fusion_correct
Silicon appears in its standard state as Gas.,0,2.1414076566939625e-07,2.1414076566939625e-07,0,0,hidden_correct_fusion_correct
Holmium has the symbol Tb.,0,0.007631457134842279,0.007631457134842279,0,0,hidden_correct_fusion_correct
Anthem engages in the provision of products and services that address all aspects of corporate information technology environments..,0,0.5461435924704099,0.6346479304503507,1,1,hidden_wrong_fusion_wrong
Cigna Corporation engages in the provision of global health services..,1,0.7652213649961135,0.7652213649961135,1,1,hidden_correct_fusion_correct
Rome is a city in Netherlands,0,2.1585238940001624e-20,2.1585238940001624e-20,0,0,hidden_correct_fusion_correct
The lobster has a habitat of various.,0,0.9286750444807605,0.9286750444807605,1,1,hidden_wrong_fusion_wrong
Toronto-Dominion Bank provides financial products and services..,1,0.10485169163694893,0.10485169163694893,0,0,hidden_wrong_fusion_wrong
Strontium appears in its standard state as Solid.,1,0.9580618718004068,0.9580618718004068,1,1,hidden_correct_fusion_correct
Giovanni Caselli invented the integrated circuit.,0,0.5427583768335046,0.5682920188622586,1,1,hidden_wrong_fusion_wrong
The longest mountain range in the world is located in Australia.,0,0.0007037037161111902,0.0007037037161111902,0,0,hidden_correct_fusion_correct
Austin is the capital of the state.,1,0.9999999992764423,0.9999999992764423,1,1,hidden_correct_fusion_correct
St. Pierre is a city in Saint Pierre and Miquelon,1,0.9999998981832229,0.9999998981832229,1,1,hidden_correct_fusion_correct
The hamster has a powerful bite and can go without food for long periods of time.,0,0.9999932860778347,0.9999932860778347,1,1,hidden_wrong_fusion_wrong
Exxon Mobil engages in the provision of banking and financial services..,0,0.00021899062126203722,0.00021899062126203722,0,0,hidden_correct_fusion_correct
Kigali is a city in Rwanda,1,0.998803771144412,0.998803771144412,1,1,hidden_correct_fusion_correct
Mercedes-Benz Group has headquarters in Germany.,1,0.99997125242198,0.99997125242198,1,1,hidden_correct_fusion_correct
Joseph-Armand Bombardier lived in Canada.,1,0.999358085570034,0.999358085570034,1,1,hidden_correct_fusion_correct
Nairobi is a name of a country.,0,0.0001343303327559059,0.0001343303327559059,0,0,hidden_correct_fusion_correct
Kigali is a name of a city.,1,0.9996838180530723,0.9996838180530723,1,1,hidden_correct_fusion_correct
The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,1,0.009800855503797955,0.009800855503797955,0,0,hidden_wrong_fusion_wrong
Marigny is a neighborhood of New Orleans.,1,0.9999056521966797,0.9999056521966797,1,1,hidden_correct_fusion_correct
Scandium is a rare earth metal used in high-performance alloys.,1,0.9847422921945507,0.9847422921945507,1,1,hidden_correct_fusion_correct
San Salvador is a name of a city.,1,0.9804453719367051,0.9804453719367051,1,1,hidden_correct_fusion_correct
Hans Geiger lived in Germany.,1,0.8180717559772757,0.8180717559772757,1,1,hidden_correct_fusion_correct
The bison has a diet of carnivore.,0,0.012795992489216182,0.012795992489216182,0,0,hidden_correct_fusion_correct
Charles Wheatstone lived in U.K.,1,0.9947603975073285,0.9947603975073285,1,1,hidden_correct_fusion_correct
Eugene Polley invented the Morse code.,0,0.7813099640707165,0.7813099640707165,1,1,hidden_wrong_fusion_wrong
China Merchants Bank has headquarters in United States.,0,2.7514593990780788e-05,2.7514593990780788e-05,0,0,hidden_correct_fusion_correct
George Pullman invented the Pullman railroad sleeping car.,1,0.9991589874659615,0.9991589874659615,1,1,hidden_correct_fusion_correct
The rhinoceros is a mammal.,1,0.9999699336467588,0.9999699336467588,1,1,hidden_correct_fusion_correct
Finland is a name of a city.,0,5.482244914220903e-06,5.482244914220903e-06,0,0,hidden_correct_fusion_correct
Jersey is a name of a country.,1,0.5159717108324741,0.4692717457341986,1,0,hidden_correct_fusion_wrong
Guinea is a name of a country.,1,0.9993964516772553,0.9993964516772553,1,1,hidden_correct_fusion_correct
The sparrow uses knuckle-walking for locomotion.,0,0.1764516617367054,0.1764516617367054,0,0,hidden_correct_fusion_correct
Episkopi Cantonment is a city in Aruba,0,0.034223867391945446,0.034223867391945446,0,0,hidden_correct_fusion_correct
Human uses for chicken include food.,0,0.9999943486360855,0.9999943486360855,1,1,hidden_wrong_fusion_wrong
John Boyd Dunlop lived in France.,0,3.767813748040002e-07,3.767813748040002e-07,0,0,hidden_correct_fusion_correct
The tarantula is a arachnid.,1,0.9999995253110732,0.9999995253110732,1,1,hidden_correct_fusion_correct
Thulium has the atomic number of 69.,1,0.3724640350500372,0.41713678403463683,0,0,hidden_wrong_fusion_wrong
Rhenium appears in its standard state as Gas.,0,0.0014354529173200433,0.0014354529173200433,0,0,hidden_correct_fusion_correct
Volkswagen Group has headquarters in Germany.,1,0.9999995614934405,0.9999995614934405,1,1,hidden_correct_fusion_correct
Ernesto Blanco lived in U.S.,1,0.0009116018842512824,0.0009116018842512824,0,0,hidden_wrong_fusion_wrong
Guatemala is a name of a country.,1,0.9984827706319901,0.9984827706319901,1,1,hidden_correct_fusion_correct
The hamster uses walking for locomotion.,1,0.002752218490856068,0.002752218490856068,0,0,hidden_wrong_fusion_wrong
The rat has a diet of omnivore.,1,0.20281747886770823,0.20281747886770823,0,0,hidden_wrong_fusion_wrong
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,1,0.986304651892226,0.986304651892226,1,1,hidden_correct_fusion_correct
Road Town is a name of a city.,1,0.9998751947472134,0.9998751947472134,1,1,hidden_correct_fusion_correct
Cars need soap to run.,0,0.0018590746740813654,0.0018590746740813654,0,0,hidden_correct_fusion_correct
"The moose has thick, luxurious wool and is a smaller relative of the llama.",0,0.0001865014403118204,0.0001865014403118204,0,0,hidden_correct_fusion_correct
Stanley is a city in Falkland Islands,1,0.9999929648993197,0.9999929648993197,1,1,hidden_correct_fusion_correct
China Mobile operates in the industry of Consumer Durables.,0,0.0007401034136796082,0.0007401034136796082,0,0,hidden_correct_fusion_correct
Canada is a name of a country.,1,0.9998251441370616,0.9998251441370616,1,1,hidden_correct_fusion_correct
Comoros is a name of a city.,0,7.651408413540193e-07,7.651408413540193e-07,0,0,hidden_correct_fusion_correct
Barclays operates in the industry of Retailing.,0,0.10153261923357663,0.10153261923357663,0,0,hidden_correct_fusion_correct
Lima averages an average humidity of 73%.,0,0.10962715001927223,0.10962715001927223,0,0,hidden_correct_fusion_correct
Henry Bessemer lived in U.K.,1,0.0027190847465155205,0.0027190847465155205,0,0,hidden_wrong_fusion_wrong
Managua is a name of a city.,1,0.9899218295783684,0.9899218295783684,1,1,hidden_correct_fusion_correct
Linde engages in the production and distribution of industrial gases..,1,0.9927538461293018,0.9927538461293018,1,1,hidden_correct_fusion_correct
Cobalt has the symbol Co.,1,0.9999964728431515,0.9999964728431515,1,1,hidden_correct_fusion_correct
Promethium has the symbol Dy.,0,0.011786836460250857,0.011786836460250857,0,0,hidden_correct_fusion_correct
"Human uses for shark include research, conservation.",0,0.009196365569006718,0.009196365569006718,0,0,hidden_correct_fusion_correct
Rabih is a given name of Arabic origin.,1,0.8929883936607999,0.8929883936607999,1,1,hidden_correct_fusion_correct
Charles Francis Richter lived in France.,0,1.8999169925231047e-05,1.8999169925231047e-05,0,0,hidden_correct_fusion_correct
Ottawa hosts many festivals and events.,1,0.029454743894511252,0.029454743894511252,0,0,hidden_wrong_fusion_wrong
Ukraine is a name of a city.,0,0.0004525348237669028,0.0004525348237669028,0,0,hidden_correct_fusion_correct
The platypus has a diet of carnivore.,1,0.001610624251407535,0.001610624251407535,0,0,hidden_wrong_fusion_wrong
Hans von Ohain lived in Germany.,1,0.99974070124369,0.99974070124369,1,1,hidden_correct_fusion_correct
Hafnium has the atomic number of 72.,1,0.15811870317253018,0.15811870317253018,0,0,hidden_wrong_fusion_wrong
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,9.714048236552153e-07,9.714048236552153e-07,0,0,hidden_correct_fusion_correct
Ghana is a name of a country.,1,0.9920698629020225,0.9920698629020225,1,1,hidden_correct_fusion_correct
Frederick G. Creed lived in Sweden.,0,4.031342480222461e-05,4.031342480222461e-05,0,0,hidden_correct_fusion_correct
Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services..,0,0.0002594730509354691,0.0002594730509354691,0,0,hidden_correct_fusion_correct
Gambia is a name of a city.,0,4.600961952578558e-06,4.600961952578558e-06,0,0,hidden_correct_fusion_correct
The leopard is nocturnal and has large cheek pouches to store and transport food.,0,0.1449606754929583,0.1449606754929583,0,0,hidden_correct_fusion_correct
The human muscular system allows us to move and lift things.,1,0.9999999990276285,0.9999999990276285,1,1,hidden_correct_fusion_correct
Manama was founded in the year 1820.,0,0.0020453246967952264,0.0020453246967952264,0,0,hidden_correct_fusion_correct
Walt Disney is a diversified international family entertainment and media enterprise..,1,0.041882900621767034,0.041882900621767034,0,0,hidden_wrong_fusion_wrong
Ernest Swinton invented the nylon.,0,0.9996470798290908,0.9996470798290908,1,1,hidden_wrong_fusion_wrong
Charles Babbage invented the stored-program computer architecture.,0,0.1141529946100805,0.1141529946100805,0,0,hidden_correct_fusion_correct
Tornadoes are stationary columns of air.,0,0.842289434019945,0.842289434019945,1,1,hidden_wrong_fusion_wrong
The sun revolves around the Earth.,0,0.941408649425219,0.941408649425219,1,1,hidden_wrong_fusion_wrong
Bangkok is a name of a city.,1,0.98225514877819,0.98225514877819,1,1,hidden_correct_fusion_correct
"The deer has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",0,0.31223635156376184,0.31223635156376184,0,0,hidden_correct_fusion_correct
Dr. Robert Gallo invented the arc welding.,0,2.07860296844768e-07,2.07860296844768e-07,0,0,hidden_correct_fusion_correct
Bartolomeo Cristofori invented the piano.,1,0.9971440426701649,0.9971440426701649,1,1,hidden_correct_fusion_correct
Nicolas Appert lived in France.,1,0.9984900417211399,0.9984900417211399,1,1,hidden_correct_fusion_correct
Comcast operates in the industry of Banking.,0,4.138910472512233e-06,4.138910472512233e-06,0,0,hidden_correct_fusion_correct
Neodymium has the atomic number of 93.,0,0.6654415192688783,0.6654415192688783,1,1,hidden_wrong_fusion_wrong
Sint Maarten is a name of a country.,1,0.7171664067082038,0.7171664067082038,1,1,hidden_correct_fusion_correct
Tbilisi is a city in Akrotiri and Dhekelia,0,0.07916737850198007,0.07916737850198007,0,0,hidden_correct_fusion_correct
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts..,1,0.9978318975186301,0.9978318975186301,1,1,hidden_correct_fusion_correct
Doha is a city in Czech Republic,0,3.5326797564765713e-22,3.5326797564765713e-22,0,0,hidden_correct_fusion_correct
Damascus is located in Syria.,1,0.9999200794998421,0.9999200794998421,1,1,hidden_correct_fusion_correct
Tonga is a name of a country.,1,0.9990054876054406,0.9990054876054406,1,1,hidden_correct_fusion_correct
Charles Townes lived in Russia.,0,1.1188737908226049e-09,1.1188737908226049e-09,0,0,hidden_correct_fusion_correct
Dow is a holding company that engages in the provision of telecommunication services..,0,0.022528164861770558,0.022528164861770558,0,0,hidden_correct_fusion_correct
Technetium has the symbol Ag.,0,5.6943298725587036e-11,5.6943298725587036e-11,0,0,hidden_correct_fusion_correct
Sergey Brin and Larry Page invented the Google search engine.,1,0.9999999908105354,0.9999999908105354,1,1,hidden_correct_fusion_correct
Gadolinium is in the Lanthanide group.,1,0.6868815251682078,0.6868815251682078,1,1,hidden_correct_fusion_correct
Thomas Tompion invented the cylinder escapement (clockmaking).,1,0.2582710458277471,0.2582710458277471,0,0,hidden_wrong_fusion_wrong
Tin is in the Post-transition metal group.,1,0.9805633203655657,0.9805633203655657,1,1,hidden_correct_fusion_correct
The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1,0.9947720736283358,0.9947720736283358,1,1,hidden_correct_fusion_correct
Ecosystems exclude living organisms and their physical environment.,0,0.0009696848011778948,0.0009696848011778948,0,0,hidden_correct_fusion_correct
KDDI operates in the industry of Materials.,0,0.0004687222920480695,0.0004687222920480695,0,0,hidden_correct_fusion_correct
Oracle engages in the provision of products and services that address all aspects of corporate information technology environments..,1,0.15539622462305377,0.15539622462305377,0,0,hidden_wrong_fusion_wrong
The Wright brothers made the first successful airplane flight.,1,0.9999871032253258,0.9999871032253258,1,1,hidden_correct_fusion_correct
Mbabane is a name of a country.,0,3.743354051505313e-06,3.743354051505313e-06,0,0,hidden_correct_fusion_correct
Ice floats on water due to its lower density.,1,0.4449900949179844,0.6857330421201598,0,1,hidden_wrong_fusion_correct
Tuvalu is a name of a country.,1,0.9994195329845146,0.9994195329845146,1,1,hidden_correct_fusion_correct
Charles Goodyear lived in U.K.,0,0.012761684934107839,0.012761684934107839,0,0,hidden_correct_fusion_correct
Broadcom has headquarters in United States.,1,0.9885478482586416,0.9885478482586416,1,1,hidden_correct_fusion_correct
"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1,0.9956265301390582,0.9956265301390582,1,1,hidden_correct_fusion_correct
The process of pollination is crucial for plant reproduction.,1,0.9999995464805643,0.9999995464805643,1,1,hidden_correct_fusion_correct
